datasetid,siteid,sitename,collectionunitid,collectionunit,handle,datasettype,sampleid,samplename,depth,altitude,geography,waterdepth_site,pH,pH_units,water_table_depth,water_table_depth_units
26101,16591,Wally Creek,19000,1122,WC1122,testate amoebae surface sample,266710,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,4.54,,5.0,cm
26102,16591,Wally Creek,19001,1124,WC1124,testate amoebae surface sample,266711,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,4.02,,28.0,cm
26105,16591,Wally Creek,19004,1132,WC1132,testate amoebae surface sample,266714,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,4.1,,30.0,cm
26106,16591,Wally Creek,19005,1133,WC1133,testate amoebae surface sample,266715,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,4.46,,41.0,cm
26103,16591,Wally Creek,19002,1125,WC1125,testate amoebae surface sample,266712,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,4.27,,25.0,cm
26104,16591,Wally Creek,19003,1126,WC1126,testate amoebae surface sample,266713,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,4.17,,41.0,cm
26108,16591,Wally Creek,19007,1139,WC1139,testate amoebae surface sample,266717,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,4.27,,41.0,cm
26107,16591,Wally Creek,19006,1136,WC1136,testate amoebae surface sample,266716,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,4.01,,28.0,cm
26109,16591,Wally Creek,19008,1142,WC1142,testate amoebae surface sample,266718,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,4.12,,41.0,cm
26112,16591,Wally Creek,19011,1148,WC1148,testate amoebae surface sample,266721,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,3.94,,41.0,cm
26110,16591,Wally Creek,19009,1144,WC1144,testate amoebae surface sample,266719,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,4.0,,41.0,cm
26111,16591,Wally Creek,19010,1146,WC1146,testate amoebae surface sample,266720,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,3.87,,41.0,cm
26113,16591,Wally Creek,19012,11C17,WC11C17,testate amoebae surface sample,266722,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,4.45,,35.0,cm
26114,16591,Wally Creek,19013,11C18,WC11C18,testate amoebae surface sample,266723,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,4.08,,41.0,cm
26115,16591,Wally Creek,19014,11C19,WC11C19,testate amoebae surface sample,266724,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,4.47,,41.0,cm
26117,16591,Wally Creek,19016,11C21,WC11C21,testate amoebae surface sample,266726,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,4.13,,41.0,cm
26116,16591,Wally Creek,19015,11C110,WC11C110,testate amoebae surface sample,266725,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,4.47,,41.0,cm
26118,16591,Wally Creek,19017,11C27,WC11C27,testate amoebae surface sample,266727,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,4.65,,26.0,cm
26121,16591,Wally Creek,19020,11S3,WC11S3,testate amoebae surface sample,266730,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,4.44,,13.0,cm
26120,16591,Wally Creek,19019,11S2,WC11S2,testate amoebae surface sample,266729,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,4.33,,41.0,cm
26124,16591,Wally Creek,19023,1213,WC1213,testate amoebae surface sample,266733,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,5.14,,41.0,cm
26123,16591,Wally Creek,19022,1212,WC1212,testate amoebae surface sample,266732,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,5.05,,34.0,cm
26119,16591,Wally Creek,19018,11C29,WC11C29,testate amoebae surface sample,266728,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,5.08,,32.0,cm
26122,16591,Wally Creek,19021,11S8,WC11S8,testate amoebae surface sample,266731,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,4.69,,10.0,cm
26125,16591,Wally Creek,19024,1215,WC1215,testate amoebae surface sample,266734,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,4.7,,41.0,cm
26127,16591,Wally Creek,19026,1224,WC1224,testate amoebae surface sample,266736,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,4.5,,35.0,cm
26126,16591,Wally Creek,19025,1222,WC1222,testate amoebae surface sample,266735,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,4.81,,41.0,cm
26128,16591,Wally Creek,19027,1225,WC1225,testate amoebae surface sample,266737,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,4.91,,33.0,cm
26130,16591,Wally Creek,19029,1236,WC1236,testate amoebae surface sample,266739,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,3.94,,44.0,cm
26129,16591,Wally Creek,19028,1235,WC1235,testate amoebae surface sample,266738,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,4.3,,43.0,cm
26132,16591,Wally Creek,19031,1247,WC1247,testate amoebae surface sample,266741,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,5.1,,41.0,cm
26133,16591,Wally Creek,19032,12410,WC12410,testate amoebae surface sample,266742,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,5.42,,41.0,cm
26131,16591,Wally Creek,19030,1246,WC1246,testate amoebae surface sample,266740,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,5.0,,36.0,cm
26134,16591,Wally Creek,19033,12C12,WC12C12,testate amoebae surface sample,266743,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,5.31,,12.0,cm
26135,16591,Wally Creek,19034,12C14,WC12C14,testate amoebae surface sample,266744,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,4.61,,20.0,cm
26137,16591,Wally Creek,19036,12C19,WC12C19,testate amoebae surface sample,266746,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,4.45,,38.0,cm
26136,16591,Wally Creek,19035,12C17,WC12C17,testate amoebae surface sample,266745,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,4.86,,23.0,cm
26138,16591,Wally Creek,19037,12C21,WC12C21,testate amoebae surface sample,266747,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,4.12,,25.0,cm
26141,16591,Wally Creek,19040,12C210,WC12C210,testate amoebae surface sample,266750,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,3.9,,30.0,cm
26139,16591,Wally Creek,19038,12C25,WC12C25,testate amoebae surface sample,266748,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,4.21,,18.0,cm
26142,16591,Wally Creek,19041,1415,WC1415,testate amoebae surface sample,266751,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,5.55,,41.0,cm
26144,16591,Wally Creek,19043,1421,WC1421,testate amoebae surface sample,266753,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,4.23,,41.0,cm
26146,16591,Wally Creek,19045,1428,WC1428,testate amoebae surface sample,266755,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,4.42,,41.0,cm
26145,16591,Wally Creek,19044,1423,WC1423,testate amoebae surface sample,266754,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,4.42,,41.0,cm
26140,16591,Wally Creek,19039,12C28,WC12C28,testate amoebae surface sample,266749,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,4.65,,27.0,cm
26147,16591,Wally Creek,19046,1429,WC1429,testate amoebae surface sample,266756,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,4.64,,41.0,cm
26143,16591,Wally Creek,19042,1416,WC1416,testate amoebae surface sample,266752,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,4.48,,41.0,cm
26148,16591,Wally Creek,19047,1435,WC1435,testate amoebae surface sample,266757,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,4.55,,33.0,cm
26152,16591,Wally Creek,19051,1446,WC1446,testate amoebae surface sample,266761,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,4.64,,38.0,cm
26153,16591,Wally Creek,19052,1448,WC1448,testate amoebae surface sample,266762,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,4.63,,41.0,cm
26149,16591,Wally Creek,19048,1436,WC1436,testate amoebae surface sample,266758,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,4.44,,41.0,cm
26150,16591,Wally Creek,19049,1438,WC1438,testate amoebae surface sample,266759,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,4.42,,41.0,cm
26151,16591,Wally Creek,19050,1443,WC1443,testate amoebae surface sample,266760,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,4.33,,41.0,cm
26155,16591,Wally Creek,19054,14C22,WC14C22,testate amoebae surface sample,266764,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,4.36,,30.0,cm
26157,16591,Wally Creek,19056,14C26,WC14C26,testate amoebae surface sample,266766,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,3.87,,12.0,cm
26156,16591,Wally Creek,19055,14C23,WC14C23,testate amoebae surface sample,266765,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,4.1,,35.0,cm
26154,16591,Wally Creek,19053,1449,WC1449,testate amoebae surface sample,266763,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,4.64,,38.0,cm
26158,16591,Wally Creek,19057,14C210,WC14C210,testate amoebae surface sample,266767,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,4.21,,11.0,cm
26160,16591,Wally Creek,19059,20M4,WC20M4,testate amoebae surface sample,266769,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,4.66,,41.0,cm
26159,16591,Wally Creek,19058,20M1,WC20M1,testate amoebae surface sample,266768,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,4.29,,41.0,cm
26161,16591,Wally Creek,19060,20M7,WC20M7,testate amoebae surface sample,266770,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,4.26,,37.0,cm
26165,16591,Wally Creek,19064,60M5,WC60M5,testate amoebae surface sample,266774,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,4.47,,33.0,cm
26163,16591,Wally Creek,19062,60M1,WC60M1,testate amoebae surface sample,266772,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,3.79,,41.0,cm
26162,16591,Wally Creek,19061,20M9,WC20M9,testate amoebae surface sample,266771,,,302,"{""type"":""Polygon"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[[[-80.5485,49.06374],[-80.52764,49.06374],[-80.52764,49.09422],[-80.5485,49.09422],[-80.5485,49.06374]]]}",,4.54,,41.0,cm
